Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
,Rimrock OG,"Flower, Inhalable",2017-11-08,,160,,,,,,0.0,0.021,0.011,0.0,0.0,0.066,0.0,0.141,0.071,0.021,0.021,0.109,0.105,0.0,0.362,0.188,,0.144,0.854,0.0,0.0,,,,,,,,,,,,,,
,Pineapple Thai,"Flower, Inhalable",2016-11-08,,163,,,,,,0.0,0.004,0.04,0.0,0.001,0.002,0.0,0.035,0.423,0.001,0.015,0.278,0.163,0.0,0.721,2.151,,0.077,0.074,0.0,0.0,,,,,,,,,,,,,,
,Wookie Cookie,"Flower, Inhalable",2016-11-08,,163,,,,,,0.0,0.014,0.018,0.0,0.003,0.145,0.0,0.065,0.0,0.008,0.138,0.276,0.053,0.0,1.007,0.186,,0.091,0.654,0.003,0.0,,,,,,,,,,,,,,
,Hash Berry,"Flower, Inhalable",2016-11-08,,163,,,,,,0.0,0.0,0.0,0.004,0.0,0.039,0.0,0.018,0.223,0.0,0.046,0.063,0.042,0.0,0.17,1.187,,0.014,0.007,0.0,0.0,,,,,,,,,,,,,,
,Key Lime Pie,"Flower, Inhalable",2016-11-08,,163,,,,,,0.0,0.001,0.0,0.0,0.001,0.051,0.0,0.033,0.0,0.0,0.0,0.149,0.019,0.0,0.388,0.091,,0.039,0.244,0.0,0.0,,,,,,,,,,,,,,
,9 LB. Hammer,"Flower, Inhalable",2016-11-08,,163,,,,,,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.006,0.064,0.0,0.0,0.051,0.221,0.0,0.201,0.599,,0.055,0.061,0.0,0.0,,,,,,,,,,,,,,
,True OG,"Flower, Inhalable",2016-11-08,,163,,,,,,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.023,0.0,0.0,0.0,0.129,0.01,0.0,0.339,0.136,,0.023,0.148,0.0,0.0,,,,,,,,,,,,,,
,OG Kush Rosin,"Concentrate, Inhalable",2016-11-08,,164,,,,,,0.0,0.015,0.1,0.0,0.0,0.008,0.0,0.019,0.0,0.016,0.145,0.249,0.065,0.0,0.776,0.024,,0.075,0.206,0.0,0.0,,,,,,,,,,,,,,
,Esensia- Pixie Dust,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.004,0.012,0.0,0.0,0.0,0.0,0.051,0.249,0.011,0.0,0.133,0.381,0.0,0.355,2.216,,0.183,0.068,0.0,0.0,,,,,,,,,,,,,,
,Magic Wand,"Flower, Inhalable",2016-11-22,,165,,,,,,0.0,0.005,0.007,0.0,0.0,0.123,0.0,0.082,0.113,0.017,0.059,0.053,0.015,0.0,0.193,0.717,,0.022,0.106,0.0,0.0,,,,,,,,,,,,,,
,Super Fruit,"Flower, Inhalable",2016-11-22,,165,,,,,,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.074,0.354,0.008,0.033,0.054,0.118,0.0,0.138,1.628,,0.05,0.071,0.0,0.0,,,,,,,,,,,,,,
,Lime Juice,"Flower, Inhalable",2016-11-22,,165,,,,,,0.036,0.009,0.008,0.011,0.0,0.075,0.0,0.029,0.049,0.881,0.006,0.047,0.117,0.027,0.172,0.397,,0.132,0.322,0.014,0.0,,,,,,,,,,,,,,
,Gorilla Glue#4 (I),"Flower, Inhalable",2017-01-31,,168,,,,,,0.0,0.009,0.004,0.0,0.006,0.0,0.0,0.08,0.0,0.006,0.052,0.158,0.032,0.0,0.538,0.26,,0.062,0.401,0.0,0.0,,,,,,,,,,,,,,
,Thin Mint Cookies (I),"Flower, Inhalable",2017-01-31,,168,,,,,,0.0,0.007,0.013,0.0,0.002,0.0,0.0,0.191,0.0,0.002,0.047,0.235,0.027,0.0,0.64,0.173,,0.053,0.286,0.0,0.0,,,,,,,,,,,,,,
,Super Silver Haze,"Flower, Inhalable",2017-01-31,,168,,,,,,0.0,0.009,0.004,0.0,0.0,0.0,0.0,0.092,0.0,0.003,0.018,0.075,0.032,0.0,0.191,0.242,,0.061,0.341,0.0,0.0,,,,,,,,,,,,,,
,Candy Land,"Concentrate, Inhalable",2017-09-08,,173,,,,,,0.0,0.006,0.219,0.0,0.0,0.432,0.0,0.149,0.0,0.0,0.196,0.349,0.015,0.0,1.182,0.029,,0.032,0.096,0.0,0.0,,,,,,,,,,,,,,
,#1,"Concentrate, Inhalable",2017-10-03,,173,,,,,,0.0,0.092,0.303,0.0,0.0,0.896,0.0,0.462,0.0,0.021,0.309,2.638,0.278,0.0,9.089,0.562,,0.541,1.404,0.0,0.0,,,,,,,,,,,,,,
,Glory Daze (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.038,0.0,0.006,0.002,0.0,0.125,0.0,0.028,0.255,0.995,0.038,0.111,0.083,0.021,0.275,0.542,,0.135,0.229,0.017,0.0,,,,,,,,,,,,,,
,Master Blaster (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.048,0.005,0.003,0.005,0.002,0.082,0.008,0.0,0.019,1.256,0.039,0.101,0.089,0.041,0.251,0.816,,0.159,0.306,0.023,0.0,,,,,,,,,,,,,,
,City Lights (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.072,0.003,0.003,0.006,0.011,0.092,0.004,0.108,0.147,2.061,0.007,0.033,0.118,0.065,0.089,0.803,,0.21,0.355,0.034,0.0,,,,,,,,,,,,,,
,Earth Angel (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.003,0.008,0.0,0.0,0.062,0.0,0.024,0.0,0.006,0.004,0.086,0.025,0.0,0.22,0.545,,0.049,0.17,0.0,0.0,,,,,,,,,,,,,,
,Blue Frost (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.008,0.014,0.0,0.0,0.007,0.0,0.096,0.0,0.006,0.046,0.154,0.299,0.0,0.396,0.877,,0.161,0.187,0.0,0.0,,,,,,,,,,,,,,
,Lemon Tree (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.007,0.009,0.0,0.032,0.011,0.004,0.19,0.156,0.009,0.118,0.1,0.266,0.0,0.308,1.072,,0.112,0.241,0.0,0.0,,,,,,,,,,,,,,
,Chiquita Banana (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.014,0.008,0.0,0.0,0.0,0.0,0.024,0.187,0.365,0.009,0.096,0.111,0.0,0.298,0.618,,0.145,0.701,0.0,0.0,,,,,,,,,,,,,,
,NooKies (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.059,0.004,0.0,0.01,0.002,0.0,0.012,0.032,0.24,1.717,0.029,0.126,0.089,0.054,0.43,0.36,,0.147,0.31,0.029,0.003,,,,,,,,,,,,,,
,The Grouch (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.0,0.005,0.0,0.004,0.0,0.0,0.223,0.0,0.011,0.038,0.054,0.0,0.0,0.174,1.26,,0.05,0.237,0.0,0.0,,,,,,,,,,,,,,
,Banana Kush (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.024,0.0,0.0,0.002,0.002,0.0,0.02,0.027,0.029,0.004,0.123,0.203,0.0,0.404,0.172,,0.2,0.604,0.0,0.0,,,,,,,,,,,,,,
,Super Silver Haze (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.003,0.005,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.006,0.086,0.025,0.0,0.298,1.383,,0.058,0.209,0.0,0.0,,,,,,,,,,,,,,
,Girl Scout Cookies (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.0,0.014,0.0,0.0,0.004,0.0,0.196,0.0,0.008,0.045,0.301,0.025,0.0,0.756,0.28,,0.046,0.272,0.0,0.0,,,,,,,,,,,,,,
,Harlaquin GDP (ID-hyb),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.004,0.032,0.0,0.0,0.006,0.0,0.022,0.0,0.003,0.011,0.342,0.025,0.0,0.685,0.644,,0.056,0.262,0.0,0.0,,,,,,,,,,,,,,
,Gelato (ID-indy),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.003,0.003,0.0,0.003,0.0,0.0,0.236,0.044,0.014,0.009,0.179,0.119,0.0,0.636,0.17,,0.129,0.572,0.0,0.0,,,,,,,,,,,,,,
,Platinum OG (ID-indy),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.003,0.011,0.0,0.007,0.0,0.0,0.251,0.0,0.0,0.021,0.185,0.028,0.0,0.599,0.677,,0.056,0.255,0.0,0.0,,,,,,,,,,,,,,
,OG Kush (ID-indy),"Flower, Inhalable",2016-11-08,,175,,,,,,0.0,0.02,0.004,0.0,0.0,0.0,0.0,0.227,0.0,0.024,0.023,0.072,0.078,0.0,0.206,1.081,,0.153,0.94,0.0,0.0,,,,,,,,,,,,,,
,African Orange (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.004,0.006,0.002,0.001,0.051,0.0,0.038,0.001,0.009,0.11,0.071,0.263,0.0,0.25,1.337,,0.133,0.107,0.001,0.0,,,,,,,,,,,,,,
,Sourband (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.008,0.017,0.0,0.0,0.0,0.0,0.207,0.0,0.006,0.047,0.254,0.044,0.0,0.603,0.235,,0.086,0.495,0.0,0.0,,,,,,,,,,,,,,
,Head Trip (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.037,0.0,0.01,0.005,0.0,0.051,0.0,0.026,0.22,0.949,0.074,0.042,0.084,0.003,0.114,0.645,,0.132,0.179,0.015,0.0,,,,,,,,,,,,,,
,Lemon Headz (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.044,0.008,0.006,0.006,0.002,0.0,0.0,0.006,0.134,1.289,0.068,0.133,0.599,0.035,0.442,0.234,,0.324,0.228,0.017,0.0,,,,,,,,,,,,,,
,Pineapple Express (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.0,0.019,0.002,0.0,0.005,0.0,0.03,0.0,0.0,0.007,0.14,0.008,0.0,0.459,0.322,,0.015,0.057,0.0,0.0,,,,,,,,,,,,,,
,Holy Headband (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.011,0.006,0.0,0.009,0.003,0.0,0.102,0.0,0.0,0.093,0.126,0.046,0.0,0.297,0.737,,0.088,0.499,0.0,0.0,,,,,,,,,,,,,,
,Golden Pineapple (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.034,0.008,0.006,0.0,0.004,0.136,0.006,0.016,0.07,0.709,0.038,0.073,0.091,0.017,0.23,0.088,,0.12,0.271,0.014,0.005,,,,,,,,,,,,,,
,Lemon Tea (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.0,0.009,0.0,0.0,0.003,0.0,0.0,0.007,0.019,0.24,0.18,0.047,0.0,0.626,0.467,,0.037,0.158,0.0,0.0,,,,,,,,,,,,,,
,Santa Banana (SG-Sat),"Flower, Inhalable",2016-11-11,,175,,,,,,0.019,0.005,0.014,0.0,0.027,0.0,0.009,0.0,0.425,0.59,0.042,0.05,0.308,0.009,0.14,1.841,,0.13,0.154,0.009,0.0,,,,,,,,,,,,,,
,Blue Ogre (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.01,0.034,0.345,0.0,0.109,0.511,,0.14,0.055,0.0,0.0,,,,,,,,,,,,,,
,Green Crack (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.0,0.001,0.004,0.0,0.0,0.0,0.014,0.0,0.0,0.014,0.038,0.359,0.0,0.116,0.558,,0.143,0.06,0.0,0.0,,,,,,,,,,,,,,
,Strawberry Chunk (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.0,0.01,0.0,0.011,0.058,0.011,0.0,0.053,0.0,0.141,0.046,0.192,0.0,0.115,1.032,,0.116,0.136,0.0,0.0,,,,,,,,,,,,,,
,Holy Banana (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.015,0.043,0.0,0.011,0.051,0.097,0.0,0.195,0.162,,0.081,0.326,0.0,0.0,,,,,,,,,,,,,,
,Biofuel (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.005,0.02,0.0,0.015,0.126,0.0,0.059,0.0,0.0,0.068,0.3,0.022,0.0,0.701,0.913,,0.046,0.217,0.0,0.0,,,,,,,,,,,,,,
,Lemon Tree (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.002,0.022,0.0,0.029,0.0,0.0,0.189,0.04,0.0,0.238,0.197,0.31,0.0,0.606,0.627,,0.106,0.137,0.0,0.0,,,,,,,,,,,,,,
,Black Lime C (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.005,0.009,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.05,0.657,0.0,0.179,0.361,,0.132,0.17,0.0,0.0,,,,,,,,,,,,,,
,Malawi Cheese (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.01,0.023,0.005,0.012,0.0,0.0,0.106,0.0,0.0,0.122,0.275,0.03,0.0,0.66,0.391,,0.058,0.271,0.0,0.0,,,,,,,,,,,,,,
,24K (SH-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.009,0.023,0.0,0.0,0.138,0.0,0.081,0.0,0.0,0.102,0.145,0.696,0.0,0.454,1.92,,0.308,0.268,0.0,0.0,,,,,,,,,,,,,,
,Orange Cashmere (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.01,0.021,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.117,0.178,0.045,0.0,0.575,0.059,,0.083,0.413,0.0,0.0,,,,,,,,,,,,,,
,Girl Scout Cookies (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.011,0.025,0.0,0.001,0.002,0.0,0.13,0.003,0.009,0.111,0.406,0.04,0.0,1.004,0.158,,0.075,0.52,0.0,0.0,,,,,,,,,,,,,,
,Black Lime D (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.034,0.015,0.001,0.001,0.001,0.001,0.061,0.004,0.009,0.058,0.056,1.905,0.0,0.163,0.46,,0.394,0.463,0.001,0.0,,,,,,,,,,,,,,
,Mendo Breath (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.009,0.017,0.0,0.002,0.002,0.0,0.139,0.001,0.01,0.11,0.295,0.036,0.0,0.982,0.344,,0.071,0.433,0.001,0.0,,,,,,,,,,,,,,
,Candy x Mandala #1 (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.011,0.022,0.003,0.001,0.005,0.0,0.029,0.003,0.006,0.045,0.53,0.038,0.0,1.12,0.446,,0.068,0.394,0.0,0.0,,,,,,,,,,,,,,
,Angelica (SG-hyb),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.009,0.009,0.002,0.002,0.002,0.0,0.107,0.002,0.011,0.048,0.096,0.038,0.0,0.311,0.939,,0.065,0.42,0.001,0.0,,,,,,,,,,,,,,
,Sherbert (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.005,0.033,0.001,0.006,0.003,0.0,0.148,0.003,0.005,0.09,0.482,0.019,0.0,1.129,0.217,,0.035,0.234,0.0,0.0,,,,,,,,,,,,,,
,White Shark (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.003,0.017,0.002,0.009,0.007,0.0,0.029,0.0,0.0,0.073,0.272,0.01,0.0,0.657,0.299,,0.018,0.116,0.0,0.0,,,,,,,,,,,,,,
,Pineapple (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.008,0.022,0.012,0.001,0.004,0.0,0.08,0.045,0.004,0.009,0.307,0.046,0.0,0.693,0.305,,0.06,0.335,0.0,0.0,,,,,,,,,,,,,,
,Girl Scout Gum (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.005,0.003,0.0,0.004,0.046,0.0,0.014,0.0,0.0,0.015,0.081,0.02,0.0,0.271,1.811,,0.046,0.235,0.0,0.0,,,,,,,,,,,,,,
,Death Star (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.005,0.02,0.0,0.006,0.11,0.0,0.071,0.0,0.002,0.089,0.329,0.016,0.0,0.777,0.13,,0.03,0.217,0.0,0.0,,,,,,,,,,,,,,
,Hollyweed (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.009,0.014,0.0,0.0,0.003,0.0,0.233,0.0,0.009,0.09,0.221,0.038,0.0,0.722,0.875,,0.072,0.476,0.0,0.0,,,,,,,,,,,,,,
,Red Lebanese (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.009,0.006,0.0,0.005,0.004,0.0,0.075,0.244,0.0,0.013,0.098,0.472,0.0,0.253,2.366,,0.136,0.244,0.0,0.0,,,,,,,,,,,,,,
,Laura Winslow A (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.007,0.01,0.0,0.008,0.006,0.0,0.07,0.297,0.0,0.082,0.103,0.528,0.0,0.337,2.698,,0.144,0.148,0.0,0.0,,,,,,,,,,,,,,
,Nu Ken (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.008,0.008,0.0,0.005,0.0,0.0,0.132,0.952,0.004,0.044,0.081,0.096,0.0,0.285,0.045,,0.081,0.371,0.0,0.0,,,,,,,,,,,,,,
,Laura Winslow B (SG ind),"Flower, Inhalable",2016-11-11,,175,,,,,,0.0,0.006,0.008,0.0,0.005,0.0,0.0,0.032,0.137,0.0,0.031,0.098,0.449,0.0,0.326,1.533,,0.112,0.07,0.0,0.0,,,,,,,,,,,,,,
,Pineapple,"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.048,0.0,0.0,0.012,0.0,0.211,0.024,0.053,0.04,0.6,0.01,0.0,1.301,0.06,,0.013,0.073,0.0,0.0,,,,,,,,,,,,,,
,Strawberry Cough PR (Live Resin),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.071,0.0,0.064,0.009,0.007,0.0,0.01,0.0,0.167,2.491,0.057,0.165,0.118,0.039,0.433,0.266,,0.208,0.324,0.031,0.035,,,,,,,,,,,,,,
,Chiquita Banana PR (Live Resin),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.058,0.07,0.0,0.041,0.579,0.048,0.0,1.877,0.35,,0.087,0.884,0.0,0.0,,,,,,,,,,,,,,
,OG Kush PR (Live Resin),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.046,0.0,0.023,0.0,0.0,0.695,0.0,0.0,0.099,0.18,0.022,0.0,0.529,0.321,,0.057,0.514,0.0,0.0,,,,,,,,,,,,,,
,Mr. Loud PR (Live Resin),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.05,0.0,0.072,0.021,0.0,0.0,0.054,0.0,0.45,1.865,0.207,0.155,0.05,0.043,0.471,0.682,,0.126,0.307,0.033,0.018,,,,,,,,,,,,,,
,Skywalker OG PR (Live Resin),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.015,0.064,0.0,0.02,0.0,0.0,0.691,0.0,0.0,0.112,0.261,0.034,0.0,0.749,0.724,,0.114,0.812,0.0,0.0,,,,,,,,,,,,,,
,AK-47 PR (Live Resin),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.159,0.0,0.005,0.0,0.0,0.034,0.182,0.041,0.643,0.719,0.157,0.0,2.319,3.357,,0.099,0.294,0.0,0.0,,,,,,,,,,,,,,
,Lemon Tree (Live Resin),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.037,0.0,0.161,0.024,0.009,0.093,0.0,0.286,0.294,0.931,0.133,0.492,0.057,0.012,1.391,0.546,,0.119,0.253,0.009,0.017,,,,,,,,,,,,,,
,Lemon Tree - Guild Extracts,"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.018,0.0,0.006,0.0,0.0,0.013,0.0,0.0,0.033,0.0,0.0,0.0,0.023,0.027,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Clementine,"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.03,0.007,0.0,0.0,0.0,0.206,0.019,0.058,0.053,0.203,0.0,0.0,0.518,0.041,,0.0,0.035,0.01,0.0,,,,,,,,,,,,,,
,Gorilla Glue #4,"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.091,0.0,0.041,0.0,0.0,0.426,0.019,0.033,0.261,0.489,0.052,0.0,1.479,0.396,,0.075,0.473,0.0,0.0,,,,,,,,,,,,,,
,Girl Scout Cookies,"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.003,0.155,0.0,0.004,0.0,0.0,0.371,0.053,0.0,0.289,1.122,0.024,0.0,2.771,0.283,,0.049,0.377,0.0,0.0,,,,,,,,,,,,,,
,"KO Cannabis X Kingmaker Cannabis- ""Kings Blend"" Crush Proof Core Case","Flower, Inhalable",2017-11-14,,1,,,,,,0.007,0.0,0.006,0.0,0.0,0.0,0.0,0.023,0.062,0.104,0.0,0.049,0.063,0.001,0.164,0.238,,0.043,0.029,0.002,0.0,,,,,,,,,,,,,,
,9 lb Berry Fruit,"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.091,0.0,0.006,0.116,0.0,0.037,0.0,0.0,0.456,0.188,0.0,0.0,0.389,0.024,,0.0,0.006,0.0,0.0,,,,,,,,,,,,,,
,Diamond OG,"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.073,0.0,0.0,0.041,0.026,0.208,0.0,0.0,0.137,0.177,0.0,0.0,0.494,0.0,,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,
,Jungle Juice,"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.114,0.007,0.0,0.099,0.008,0.105,0.0,0.0,0.355,0.383,0.008,0.0,1.084,0.012,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Platinum OG 90v (H2O),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.0,0.042,0.0,0.014,0.0,0.0,0.269,0.0,0.0,0.041,0.233,0.0,0.0,0.685,0.0,,0.0,0.017,0.0,0.0,,,,,,,,,,,,,,
,Hindu Kush 120v (H2O),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.005,0.09,0.0,0.0,0.0,0.0,0.294,0.006,0.005,0.147,0.205,0.029,0.0,0.629,0.03,,0.056,0.412,0.0,0.0,,,,,,,,,,,,,,
,Tropicali (H2O),"Concentrate, Inhalable",2016-11-16,,175,,,,,,0.0,0.021,0.021,0.0,0.0,0.13,0.0,0.115,0.0,0.032,0.027,0.122,0.061,0.0,0.391,1.608,,0.124,0.687,0.0,0.0,,,,,,,,,,,,,,
